#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  82600      1.61e+00    1.40e+00      3.52e-03    4.15e-03      7.66e-02    6.65e-02    4.4e-04
  82700      1.49e+00    1.48e+00      1.90e-03    2.03e-03      7.09e-02    7.05e-02    4.4e-04
  82800      1.43e+00    1.50e+00      5.41e-04    4.13e-04      6.83e-02    7.14e-02    4.4e-04
  82900      1.52e+00    1.41e+00      6.05e-03    6.17e-03      7.23e-02    6.72e-02    4.4e-04
  83000      1.54e+00    1.48e+00      4.86e-03    5.32e-03      7.34e-02    7.04e-02    4.4e-04
  83100      1.42e+00    1.40e+00      7.51e-03    7.97e-03      6.74e-02    6.64e-02    4.4e-04
  83200      1.57e+00    1.33e+00      1.37e-02    1.44e-02      7.43e-02    6.32e-02    4.4e-04
  83300      1.53e+00    1.56e+00      1.69e-03    2.03e-03      7.28e-02    7.45e-02    4.4e-04
  83400      1.50e+00    1.56e+00      1.50e-02    1.51e-02      7.10e-02    7.38e-02    4.4e-04
  83500      1.57e+00    1.56e+00      5.67e-03    6.15e-03      7.47e-02    7.42e-02    4.4e-04
  83600      1.54e+00    1.42e+00      5.75e-03    5.95e-03      7.32e-02    6.75e-02    4.4e-04
  83700      1.52e+00    1.61e+00      5.10e-04    3.72e-04      7.23e-02    7.66e-02    4.4e-04
  83800      1.44e+00    1.38e+00      4.23e-03    3.79e-03      6.83e-02    6.57e-02    4.4e-04
  83900      1.47e+00    1.46e+00      3.23e-03    3.76e-03      7.01e-02    6.97e-02    4.4e-04
  84000      1.58e+00    1.45e+00      5.94e-03    6.29e-03      7.53e-02    6.89e-02    4.4e-04
  84100      1.57e+00    1.38e+00      5.00e-03    4.46e-03      7.50e-02    6.59e-02    4.4e-04
  84200      1.60e+00    1.46e+00      2.84e-03    1.95e-03      7.63e-02    6.94e-02    4.4e-04
  84300      1.57e+00    1.40e+00      6.84e-04    1.50e-03      7.48e-02    6.69e-02    4.4e-04
  84400      1.63e+00    1.58e+00      1.50e-03    8.46e-04      7.75e-02    7.52e-02    4.4e-04
  84500      1.48e+00    1.32e+00      8.96e-04    4.44e-04      7.04e-02    6.28e-02    4.4e-04
  84600      1.49e+00    1.60e+00      1.26e-02    1.21e-02      7.08e-02    7.60e-02    4.4e-04
  84700      1.65e+00    1.72e+00      9.81e-03    8.28e-03      7.83e-02    8.20e-02    4.4e-04
  84800      1.49e+00    1.46e+00      5.61e-03    5.67e-03      7.10e-02    6.95e-02    4.4e-04
  84900      1.56e+00    8.29e-01      1.48e-03    3.58e-03      7.42e-02    3.95e-02    4.4e-04
  85000      1.34e+00    1.36e+00      6.69e-04    3.17e-04      6.53e-02    6.63e-02    4.2e-04
  85100      1.52e+00    1.38e+00      2.27e-03    1.68e-03      7.45e-02    6.73e-02    4.2e-04
  85200      1.37e+00    1.63e+00      6.46e-03    5.19e-03      6.69e-02    7.97e-02    4.2e-04
  85300      1.54e+00    1.34e+00      1.92e-03    1.93e-03      7.52e-02    6.54e-02    4.2e-04
  85400      1.50e+00    1.29e+00      7.64e-03    7.05e-03      7.32e-02    6.27e-02    4.2e-04
  85500      1.54e+00    1.49e+00      5.31e-03    4.59e-03      7.53e-02    7.26e-02    4.2e-04
  85600      1.50e+00    1.44e+00      3.54e-03    3.46e-03      7.34e-02    7.05e-02    4.2e-04
  85700      1.51e+00    1.47e+00      3.41e-04    1.09e-03      7.37e-02    7.20e-02    4.2e-04
  85800      1.41e+00    1.55e+00      3.56e-03    3.86e-03      6.89e-02    7.57e-02    4.2e-04
  85900      1.49e+00    1.47e+00      8.06e-03    7.91e-03      7.29e-02    7.18e-02    4.2e-04
  86000      1.39e+00    5.63e-01      1.16e-02    1.18e-02      6.77e-02    2.68e-02    4.2e-04
  86100      1.38e+00    1.44e+00      7.24e-04    1.88e-04      6.76e-02    7.04e-02    4.2e-04
  86200      1.50e+00    1.36e+00      4.47e-03    4.11e-03      7.32e-02    6.66e-02    4.2e-04
  86300      1.52e+00    1.53e+00      3.93e-03    3.33e-03      7.42e-02    7.48e-02    4.2e-04
  86400      1.53e+00    1.32e+00      3.49e-03    2.44e-03      7.45e-02    6.46e-02    4.2e-04
  86500      1.47e+00    1.41e+00      2.88e-03    2.09e-03      7.16e-02    6.87e-02    4.2e-04
  86600      1.48e+00    1.49e+00      2.35e-03    2.98e-03      7.25e-02    7.26e-02    4.2e-04
  86700      1.41e+00    1.35e+00      8.44e-03    8.07e-03      6.89e-02    6.57e-02    4.2e-04
  86800      1.39e+00    1.46e+00      4.14e-04    8.42e-04      6.78e-02    7.15e-02    4.2e-04
  86900      1.51e+00    1.56e+00      2.26e-03    1.91e-03      7.36e-02    7.60e-02    4.2e-04
  87000      1.40e+00    1.34e+00      4.94e-03    4.63e-03      6.82e-02    6.56e-02    4.2e-04
  87100      1.54e+00    1.41e+00      7.11e-03    7.27e-03      7.52e-02    6.88e-02    4.2e-04
  87200      1.52e+00    1.52e+00      3.08e-03    2.94e-03      7.40e-02    7.41e-02    4.2e-04
  87300      1.44e+00    1.47e+00      1.41e-03    6.15e-04      7.05e-02    7.18e-02    4.2e-04
  87400      1.49e+00    1.46e+00      5.24e-03    5.17e-03      7.27e-02    7.11e-02    4.2e-04
  87500      1.57e+00    1.57e+00      6.75e-03    7.92e-03      7.68e-02    7.67e-02    4.2e-04
  87600      1.59e+00    1.52e+00      2.10e-03    2.51e-03      7.75e-02    7.44e-02    4.2e-04
  87700      1.58e+00    1.63e+00      1.26e-03    3.54e-04      7.72e-02    7.98e-02    4.2e-04
  87800      1.44e+00    1.46e+00      8.44e-04    1.23e-03      7.05e-02    7.15e-02    4.2e-04
  87900      1.50e+00    1.55e+00      2.05e-03    2.67e-03      7.34e-02    7.60e-02    4.2e-04
  88000      1.61e+00    1.39e+00      7.83e-03    6.81e-03      7.87e-02    6.80e-02    4.2e-04
  88100      1.51e+00    1.36e+00      4.92e-04    7.52e-04      7.36e-02    6.66e-02    4.2e-04
  88200      1.39e+00    1.46e+00      4.83e-03    3.58e-03      6.77e-02    7.15e-02    4.2e-04
  88300      1.43e+00    1.64e+00      3.93e-03    4.40e-03      7.00e-02    8.02e-02    4.2e-04
  88400      1.45e+00    1.56e+00      7.34e-04    6.78e-04      7.09e-02    7.61e-02    4.2e-04
  88500      1.40e+00    1.56e+00      4.03e-03    2.62e-03      6.85e-02    7.63e-02    4.2e-04
  88600      1.57e+00    1.45e+00      2.90e-03    2.54e-03      7.65e-02    7.07e-02    4.2e-04
  88700      1.56e+00    1.38e+00      2.73e-03    4.00e-03      7.60e-02    6.75e-02    4.2e-04
  88800      1.38e+00    1.41e+00      3.59e-03    4.18e-03      6.76e-02    6.91e-02    4.2e-04
  88900      1.42e+00    1.38e+00      9.48e-04    1.79e-03      6.96e-02    6.76e-02    4.2e-04
  89000      1.52e+00    1.48e+00      2.01e-03    1.52e-03      7.44e-02    7.24e-02    4.2e-04
  89100      1.40e+00    1.58e+00      7.38e-03    8.80e-03      6.82e-02    7.69e-02    4.2e-04
  89200      1.43e+00    1.50e+00      7.93e-03    7.76e-03      6.99e-02    7.34e-02    4.2e-04
  89300      1.48e+00    1.30e+00      1.32e-03    6.20e-04      7.25e-02    6.34e-02    4.2e-04
  89400      1.43e+00    1.48e+00      1.36e-02    1.38e-02      6.94e-02    7.19e-02    4.2e-04
  89500      1.42e+00    1.25e+00      9.53e-03    9.02e-03      6.91e-02    6.08e-02    4.2e-04
  89600      1.40e+00    1.27e+00      7.36e-03    7.37e-03      6.83e-02    6.21e-02    4.2e-04
  89700      1.41e+00    1.40e+00      5.31e-04    2.34e-04      6.90e-02    6.86e-02    4.2e-04
  89800      1.53e+00    1.50e+00      1.09e-03    5.07e-04      7.49e-02    7.32e-02    4.2e-04
  89900      1.53e+00    1.37e+00      1.16e-03    9.71e-04      7.48e-02    6.71e-02    4.2e-04
  90000      1.37e+00    1.32e+00      1.94e-03    2.03e-03      6.88e-02    6.60e-02    4.0e-04
  90100      1.48e+00    1.31e+00      1.52e-03    2.28e-03      7.44e-02    6.57e-02    4.0e-04
  90200      1.49e+00    1.43e+00      4.51e-03    3.00e-03      7.47e-02    7.16e-02    4.0e-04
  90300      1.34e+00    1.39e+00      2.28e-03    1.15e-03      6.72e-02    6.99e-02    4.0e-04
  90400      1.36e+00    1.68e+00      1.82e-03    1.52e-03      6.81e-02    8.41e-02    4.0e-04
  90500      1.47e+00    1.26e+00      2.64e-04    5.00e-04      7.37e-02    6.33e-02    4.0e-04
  90600      1.37e+00    1.49e+00      9.15e-04    5.04e-04      6.89e-02    7.45e-02    4.0e-04
  90700      1.37e+00    1.30e+00      7.37e-03    7.43e-03      6.86e-02    6.49e-02    4.0e-04
  90800      1.39e+00    1.30e+00      1.28e-03    5.41e-04      6.95e-02    6.53e-02    4.0e-04
  90900      1.56e+00    1.40e+00      5.06e-03    3.71e-03      7.84e-02    7.02e-02    4.0e-04
  91000      1.38e+00    1.36e+00      1.02e-03    1.64e-03      6.92e-02    6.83e-02    4.0e-04
  91100      1.45e+00    1.38e+00      3.09e-03    1.89e-03      7.27e-02    6.94e-02    4.0e-04
  91200      1.39e+00    1.47e+00      3.08e-03    2.84e-03      6.95e-02    7.38e-02    4.0e-04
  91300      1.37e+00    1.45e+00      4.03e-03    3.22e-03      6.85e-02    7.26e-02    4.0e-04
  91400      1.35e+00    1.34e+00      7.56e-04    1.22e-04      6.77e-02    6.71e-02    4.0e-04
  91500      1.44e+00    1.35e+00      8.38e-03    9.26e-03      7.20e-02    6.77e-02    4.0e-04
  91600      1.32e+00    1.62e+00      4.21e-03    2.58e-03      6.63e-02    8.13e-02    4.0e-04
  91700      1.44e+00    1.49e+00      9.28e-03    9.16e-03      7.22e-02    7.46e-02    4.0e-04
  91800      1.48e+00    1.29e+00      5.36e-03    4.74e-03      7.43e-02    6.46e-02    4.0e-04
  91900      1.37e+00    1.36e+00      1.65e-03    9.99e-04      6.86e-02    6.83e-02    4.0e-04
  92000      1.33e+00    1.48e+00      1.26e-03    7.63e-04      6.66e-02    7.41e-02    4.0e-04
  92100      1.46e+00    1.27e+00      5.09e-03    4.90e-03      7.32e-02    6.38e-02    4.0e-04
  92200      1.35e+00    1.46e+00      3.36e-04    1.27e-03      6.77e-02    7.31e-02    4.0e-04
  92300      1.45e+00    1.40e+00      7.63e-04    9.38e-05      7.29e-02    7.02e-02    4.0e-04
  92400      1.49e+00    1.41e+00      5.53e-03    5.04e-03      7.46e-02    7.05e-02    4.0e-04
  92500      1.47e+00    1.25e+00      4.55e-03    4.70e-03      7.36e-02    6.24e-02    4.0e-04
  92600      1.40e+00    1.18e+00      3.32e-03    3.14e-03      7.00e-02    5.90e-02    4.0e-04
  92700      1.54e+00    1.38e+00      4.26e-03    2.25e-03      7.70e-02    6.92e-02    4.0e-04
  92800      1.28e+00    1.16e+00      4.62e-03    3.73e-03      6.43e-02    5.80e-02    4.0e-04
  92900      1.38e+00    1.51e+00      4.08e-03    4.11e-03      6.92e-02    7.56e-02    4.0e-04
  93000      1.46e+00    1.46e+00      2.54e-03    2.37e-03      7.33e-02    7.34e-02    4.0e-04
  93100      1.41e+00    1.34e+00      5.68e-03    5.28e-03      7.07e-02    6.72e-02    4.0e-04
  93200      1.43e+00    1.38e+00      7.57e-04    2.12e-04      7.17e-02    6.93e-02    4.0e-04
  93300      1.45e+00    1.33e+00      3.00e-03    2.99e-03      7.28e-02    6.67e-02    4.0e-04
  93400      1.39e+00    1.46e+00      2.11e-03    2.40e-03      6.98e-02    7.32e-02    4.0e-04
  93500      1.41e+00    1.27e+00      3.71e-03    4.76e-03      7.09e-02    6.37e-02    4.0e-04
  93600      1.57e+00    1.42e+00      5.50e-03    5.45e-03      7.89e-02    7.14e-02    4.0e-04
  93700      1.45e+00    1.39e+00      1.77e-03    7.33e-04      7.28e-02    6.96e-02    4.0e-04
  93800      1.42e+00    1.42e+00      6.02e-03    4.36e-03      7.11e-02    7.11e-02    4.0e-04
  93900      1.48e+00    1.39e+00      4.77e-03    3.76e-03      7.43e-02    6.96e-02    4.0e-04
  94000      1.35e+00    1.61e+00      7.45e-03    7.31e-03      6.78e-02    8.07e-02    4.0e-04
  94100      1.37e+00    1.17e+00      4.75e-03    4.47e-03      6.84e-02    5.84e-02    4.0e-04
  94200      1.39e+00    1.30e+00      6.83e-04    2.50e-04      6.95e-02    6.53e-02    4.0e-04
  94300      1.44e+00    1.47e+00      4.45e-03    4.47e-03      7.21e-02    7.36e-02    4.0e-04
  94400      1.41e+00    1.45e+00      4.90e-03    3.51e-03      7.04e-02    7.27e-02    4.0e-04
  94500      1.44e+00    1.42e+00      2.81e-03    1.93e-03      7.21e-02    7.11e-02    4.0e-04
  94600      1.41e+00    1.38e+00      4.43e-03    3.01e-03      7.06e-02    6.90e-02    4.0e-04
  94700      1.45e+00    1.21e+00      4.62e-03    3.39e-03      7.25e-02    6.05e-02    4.0e-04
  94800      1.42e+00    1.48e+00      7.74e-03    6.61e-03      7.12e-02    7.43e-02    4.0e-04
  94900      1.49e+00    1.46e+00      2.91e-03    3.34e-03      7.48e-02    7.34e-02    4.0e-04
  95000      1.40e+00    1.34e+00      1.94e-03    1.90e-04      7.21e-02    6.89e-02    3.8e-04
  95100      1.36e+00    1.34e+00      2.03e-03    1.32e-03      6.98e-02    6.89e-02    3.8e-04
  95200      1.30e+00    1.40e+00      3.38e-03    3.65e-03      6.68e-02    7.19e-02    3.8e-04
  95300      1.46e+00    1.36e+00      3.63e-03    3.25e-03      7.51e-02    6.97e-02    3.8e-04
  95400      1.41e+00    1.45e+00      1.35e-02    1.31e-02      7.22e-02    7.40e-02    3.8e-04
  95500      1.33e+00    1.34e+00      4.29e-04    8.58e-05      6.86e-02    6.91e-02    3.8e-04
  95600      1.49e+00    1.30e+00      9.34e-03    9.43e-03      7.63e-02    6.65e-02    3.8e-04
  95700      1.42e+00    1.43e+00      4.28e-03    4.88e-03      7.31e-02    7.36e-02    3.8e-04
  95800      1.31e+00    1.29e+00      7.61e-03    7.64e-03      6.73e-02    6.64e-02    3.8e-04
  95900      1.41e+00    1.50e+00      3.88e-03    4.29e-03      7.25e-02    7.73e-02    3.8e-04
  96000      1.44e+00    1.44e+00      1.28e-03    2.05e-03      7.40e-02    7.40e-02    3.8e-04
  96100      1.36e+00    1.27e+00      8.06e-03    6.04e-03      7.00e-02    6.52e-02    3.8e-04
  96200      1.38e+00    1.31e+00      9.40e-03    9.22e-03      7.06e-02    6.74e-02    3.8e-04
  96300      1.35e+00    1.39e+00      1.28e-03    9.52e-04      6.97e-02    7.17e-02    3.8e-04
  96400      1.30e+00    1.32e+00      1.75e-03    1.24e-03      6.70e-02    6.80e-02    3.8e-04
  96500      1.35e+00    1.30e+00      3.64e-03    3.50e-03      6.95e-02    6.69e-02    3.8e-04
  96600      1.44e+00    1.38e+00      1.87e-03    8.30e-04      7.38e-02    7.10e-02    3.8e-04
  96700      1.35e+00    1.21e+00      2.38e-03    2.98e-03      6.93e-02    6.22e-02    3.8e-04
  96800      1.41e+00    1.27e+00      3.61e-03    3.53e-03      7.26e-02    6.51e-02    3.8e-04
  96900      1.33e+00    1.34e+00      1.58e-03    2.38e-03      6.83e-02    6.88e-02    3.8e-04
  97000      1.67e+00    1.37e+00      5.50e-03    7.41e-03      8.57e-02    7.05e-02    3.8e-04
  97100      1.37e+00    1.39e+00      3.41e-03    4.08e-03      7.05e-02    7.14e-02    3.8e-04
  97200      1.37e+00    1.64e+00      5.94e-03    6.55e-03      7.03e-02    8.42e-02    3.8e-04
  97300      1.31e+00    1.63e+00      3.02e-03    3.05e-03      6.76e-02    8.38e-02    3.8e-04
  97400      1.39e+00    1.34e+00      7.06e-03    5.93e-03      7.14e-02    6.87e-02    3.8e-04
  97500      1.46e+00    1.29e+00      2.95e-03    3.02e-03      7.52e-02    6.63e-02    3.8e-04
  97600      1.19e+00    1.21e+00      2.52e-03    2.33e-03      6.13e-02    6.23e-02    3.8e-04
  97700      1.52e+00    1.27e+00      9.13e-03    9.17e-03      7.80e-02    6.51e-02    3.8e-04
  97800      1.32e+00    1.14e+00      7.02e-03    7.15e-03      6.77e-02    5.86e-02    3.8e-04
  97900      1.39e+00    1.36e+00      2.11e-03    2.42e-03      7.15e-02    6.99e-02    3.8e-04
  98000      1.33e+00    1.33e+00      3.09e-03    2.16e-03      6.84e-02    6.85e-02    3.8e-04
  98100      1.29e+00    1.35e+00      5.03e-03    4.20e-03      6.65e-02    6.95e-02    3.8e-04
  98200      1.34e+00    1.43e+00      1.43e-03    1.61e-03      6.89e-02    7.37e-02    3.8e-04
  98300      1.37e+00    1.40e+00      5.13e-03    4.29e-03      7.02e-02    7.19e-02    3.8e-04
  98400      1.30e+00    1.60e+00      2.50e-03    4.07e-03      6.69e-02    8.23e-02    3.8e-04
  98500      1.38e+00    1.30e+00      8.12e-03    7.47e-03      7.09e-02    6.65e-02    3.8e-04
  98600      1.39e+00    1.38e+00      1.12e-03    1.25e-03      7.15e-02    7.09e-02    3.8e-04
  98700      1.32e+00    1.27e+00      2.87e-03    3.17e-03      6.80e-02    6.54e-02    3.8e-04
  98800      1.47e+00    1.35e+00      4.00e-03    4.40e-03      7.56e-02    6.94e-02    3.8e-04
  98900      1.39e+00    1.31e+00      5.30e-03    4.03e-03      7.13e-02    6.74e-02    3.8e-04
  99000      1.41e+00    1.30e+00      8.46e-03    7.01e-03      7.22e-02    6.69e-02    3.8e-04
  99100      1.39e+00    1.23e+00      4.87e-03    4.97e-03      7.15e-02    6.30e-02    3.8e-04
  99200      1.47e+00    1.36e+00      1.61e-03    2.01e-03      7.57e-02    6.98e-02    3.8e-04
  99300      1.36e+00    1.57e+00      3.38e-03    4.12e-03      7.00e-02    8.07e-02    3.8e-04
  99400      1.33e+00    5.47e-01      2.47e-04    7.63e-04      6.84e-02    2.81e-02    3.8e-04
  99500      1.40e+00    1.36e+00      1.15e-03    4.15e-04      7.21e-02    7.02e-02    3.8e-04
  99600      1.37e+00    1.31e+00      3.72e-03    3.24e-03      7.03e-02    6.76e-02    3.8e-04
  99700      1.34e+00    1.22e+00      7.64e-03    6.86e-03      6.86e-02    6.25e-02    3.8e-04
  99800      1.35e+00    1.37e+00      8.96e-03    8.55e-03      6.94e-02    7.03e-02    3.8e-04
  99900      1.41e+00    1.15e+00      1.03e-02    8.60e-03      7.25e-02    5.88e-02    3.8e-04
 100000      1.27e+00    1.27e+00      1.46e-03    2.19e-03      6.72e-02    6.72e-02    3.6e-04
 100100      1.28e+00    1.36e+00      1.48e-03    1.42e-03      6.78e-02    7.16e-02    3.6e-04
 100200      1.38e+00    1.34e+00      1.23e-03    3.01e-04      7.26e-02    7.08e-02    3.6e-04
 100300      1.27e+00    1.39e+00      8.01e-03    8.25e-03      6.66e-02    7.32e-02    3.6e-04
 100400      1.39e+00    1.22e+00      8.14e-03    6.65e-03      7.31e-02    6.41e-02    3.6e-04
 100500      1.41e+00    1.22e+00      4.37e-03    5.10e-03      7.44e-02    6.40e-02    3.6e-04
 100600      1.35e+00    1.27e+00      4.99e-03    4.37e-03      7.10e-02    6.68e-02    3.6e-04
 100700      1.32e+00    1.18e+00      3.56e-03    3.28e-03      6.96e-02    6.25e-02    3.6e-04
 100800      1.28e+00    1.52e+00      2.14e-03    3.34e-04      6.75e-02    8.01e-02    3.6e-04
 100900      1.30e+00    1.31e+00      1.43e-03    2.87e-03      6.87e-02    6.91e-02    3.6e-04
 101000      1.29e+00    1.37e+00      3.38e-03    3.35e-03      6.82e-02    7.22e-02    3.6e-04
 101100      1.39e+00    1.25e+00      4.24e-03    3.57e-03      7.32e-02    6.60e-02    3.6e-04
 101200      1.27e+00    1.33e+00      2.27e-03    1.02e-03      6.68e-02    7.00e-02    3.6e-04
 101300      1.30e+00    1.34e+00      5.20e-03    5.00e-03      6.87e-02    7.07e-02    3.6e-04
 101400      1.31e+00    1.23e+00      2.66e-03    2.08e-03      6.90e-02    6.47e-02    3.6e-04
 101500      1.36e+00    1.17e+00      3.26e-03    3.52e-03      7.19e-02    6.17e-02    3.6e-04
 101600      1.32e+00    1.23e+00      2.68e-04    2.34e-04      6.99e-02    6.47e-02    3.6e-04
 101700      1.39e+00    1.18e+00      3.85e-03    5.38e-03      7.35e-02    6.22e-02    3.6e-04
 101800      1.33e+00    1.25e+00      3.29e-03    2.60e-03      7.03e-02    6.61e-02    3.6e-04
 101900      1.31e+00    1.26e+00      4.89e-03    4.74e-03      6.92e-02    6.66e-02    3.6e-04
 102000      1.32e+00    1.32e+00      7.17e-03    6.65e-03      6.97e-02    6.94e-02    3.6e-04
 102100      1.26e+00    1.31e+00      9.40e-04    5.21e-04      6.63e-02    6.89e-02    3.6e-04
 102200      1.32e+00    1.28e+00      8.36e-04    1.29e-03      6.99e-02    6.77e-02    3.6e-04
 102300      1.41e+00    1.21e+00      1.21e-03    8.42e-04      7.41e-02    6.37e-02    3.6e-04
 102400      1.33e+00    1.27e+00      5.75e-04    5.98e-04      7.04e-02    6.68e-02    3.6e-04
 102500      1.30e+00    1.34e+00      1.73e-03    2.42e-03      6.87e-02    7.08e-02    3.6e-04
 102600      1.24e+00    1.27e+00      2.20e-04    1.41e-04      6.56e-02    6.69e-02    3.6e-04
